"name","longitude","latitude","prov","date","key"
"Firoloida desmarestia Lesueur, 1817","-110.290556","26.973611","gbif",2005-11-21,"1418763183"
"Firoloida desmarestia Lesueur, 1817","-111.2425","26.123333","gbif",2005-11-20,"1418762540"
"Firoloida desmarestia Lesueur, 1817","-109.292778","25.440833","gbif",2005-11-19,"1418762216"
"Firoloida desmarestia Lesueur, 1817","-110.1225","24.679167","gbif",2005-11-19,"1418763118"
"Firoloida desmarestia Lesueur, 1817","-6.78888","35.29572","gbif",2004-08-18,"2570098163"
"Firoloida desmarestia Lesueur, 1817","-79.9289","27.4797","gbif",2002-04-22,"1317948906"
"Firoloida desmarestia Lesueur, 1817","-79.8851","27.6531","gbif",2002-05-01,"1320804601"
"Firoloida desmarestia Lesueur, 1817","11.77","42.1","gbif",2001-03-01,"2570112104"
"Firoloida desmarestia Lesueur, 1817","12.62","41.44","gbif",1999-02-01,"2570111501"
"Firoloida desmarestia Lesueur, 1817","-87.866667","23.431667","gbif",1994-04-25,"2629294513"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-18,"207834231"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-23,"207834232"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-29,"207834233"
"Firoloida desmarestia Lesueur, 1817","25.6","37.36","gbif",1986-07-01,"2570113781"
"Firoloida desmarestia Lesueur, 1817","126.941667","28.346667","gbif",1982-07-24,"3094902422"
"Firoloida desmarestia Lesueur, 1817","-22.916667","15.916667","gbif",1982-08-01,"2570113152"
"Firoloida desmarestia Lesueur, 1817","130.841667","29.008333","gbif",1982-08-05,"3094950436"
"Firoloida desmarestia Lesueur, 1817","-158.3","21.383333","gbif",1981-05-30,"4103883281"
"Firoloida desmarestia Lesueur, 1817","130.833333","29","gbif",1981-07-27,"3094941392"
"Firoloida desmarestia Lesueur, 1817","138.416667","34.333333","gbif",1981-07-12,"3094950412"
"Firoloida desmarestia Lesueur, 1817","140.4","34.683333","gbif",1980-06-15,"3094898380"
"Firoloida desmarestia Lesueur, 1817","124.15","27.25","gbif",1980-07-18,"3094950385"
"Firoloida desmarestia Lesueur, 1817","126.583333","25.4","gbif",1980-07-18,"3094948381"
"Firoloida desmarestia Lesueur, 1817","134.9","32.883333","gbif",1980-07-28,"3094943383"
"Firoloida desmarestia Lesueur, 1817","141.5","34.383333","gbif",1979-06-20,"3094906377"
"Firoloida desmarestia Lesueur, 1817","134.866667","31.916667","gbif",1979-07-11,"3094946368"
"Firoloida desmarestia Lesueur, 1817","134.9","32.883333","gbif",1979-07-13,"3094947365"
"Firoloida desmarestia Lesueur, 1817","124.15","27.25","gbif",1978-07-19,"3094946344"
"Firoloida desmarestia Lesueur, 1817","126.583333","25.4","gbif",1978-07-21,"3094904344"
"Firoloida desmarestia Lesueur, 1817","128.966667","23.566667","gbif",1978-08-04,"3094906341"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1978-10-01,"4040392324"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1976-02-08,"2444212908"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1969-05-21,"4104010376"
"Firoloida desmarestia Lesueur, 1817","-92.05","-1.85","gbif",1967-02-15,"1318935321"
"Firoloida desmarestia Lesueur, 1817","-125.98","6.17","gbif",1967-02-26,"1319045343"
"Firoloida desmarestia Lesueur, 1817","-118.85","6.0833","gbif",1967-02-03,"1320149293"
"Firoloida desmarestia Lesueur, 1817","-118.97","-7.7","gbif",1967-02-10,"1321420332"
"Firoloida desmarestia Lesueur, 1817","-92.0333","-12.3167","gbif",1967-02-19,"1321946285"
"Firoloida desmarestia Lesueur, 1817","-86.6","1.35","gbif",1967-03-21,"1317786160"
"Firoloida desmarestia Lesueur, 1817","-112.025","5.5","gbif",1967-03-15,"1319163123"
"Firoloida desmarestia Lesueur, 1817","-101.15","15.9983","gbif",1967-03-13,"1322957170"
"Firoloida desmarestia Lesueur, 1817","-112.467","5.1667","gbif",1967-04-26,"1322049811"
"Firoloida desmarestia Lesueur, 1817","-112.02","6.2","gbif",1967-05-16,"1320542647"
"Firoloida desmarestia Lesueur, 1817","-105.433","7.2","gbif",1967-05-11,"1322148408"
"Firoloida desmarestia Lesueur, 1817","-118.725","-2.37","gbif",1967-08-17,"1318840686"
"Firoloida desmarestia Lesueur, 1817","-119.025","0.3917","gbif",1967-08-16,"1318893217"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1949-11-01,"1057013366"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1914-07-21,"477178354"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-30,"477222776"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-22,"477222777"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-30,"477222778"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-22,"477222779"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-21,"477222780"
"Firoloida desmarestia Lesueur, 1817","14.23","40.83","gbif",1892-01-01,"3914242308"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1876-03-03,"1057191045"
"Firoloida desmarestia Lesueur, 1817","-109.21715","10.3034","gbif",NA,"3935070707"
"Firoloida desmarestia Lesueur, 1817","-55.939999","-34.349998","gbif",NA,"1328190982"
"Firoloida desmarestia Lesueur, 1817","-61.01929","14.65485","gbif",NA,"4050604618"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",NA,"4104108651"
"Firoloida desmarestia Lesueur, 1817","44.216666","-20.383333","gbif",NA,"90168105"
"Firoloida demarestia Lesueur, 1817","0","0","gbif",NA,"90168113"
"Firoloida desmarestia Lesueur, 1817","-109.21715","10.3034","gbif",NA,"4050461149"
"Firoloida desmarestia Lesueur, 1817","-61.01929","14.65485","gbif",NA,"3935095462"
"Firoloida desmarestia Lesueur, 1817","-61.01929","14.65485","gbif",NA,"3847052828"
"Cyclostrema minutum Jeffreys, 1883","25","35.17","gbif",NA,"1317312836"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"1317463064"
"Cyclostrema minutum Jeffreys, 1883","25","35.17","gbif",NA,"1318165149"
"Firoloida desmarestia Lesueur, 1817","9.81834","43.03715","gbif",NA,"3024712387"
"Firoloida desmarestia Lesueur, 1817","9.81834","43.03715","gbif",NA,"3025767126"
"Firoloida desmarestia Lesueur, 1817","-49.00222","-33.6525","gbif",NA,"1569203439"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444455898"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2443715531"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2443715565"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444609123"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444209999"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444650446"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444521324"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444657474"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444657658"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444658641"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444658439"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444553694"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"1234581629"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444504618"
"Firoloida desmarestia Lesueur, 1817","14.342222","35.933611","gbif",NA,"2443929489"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2443937477"
"Firoloida desmarestia Lesueur, 1817","14.328611","35.941111","gbif",NA,"2443932491"
"Firoloida desmarestia Lesueur, 1817","14.398889","35.902778","gbif",NA,"2443935528"
"Cyclostrema minutum Jeffreys, 1883","25","35.17","gbif",NA,"1317312836"
"Cyclostrema minutum Jeffreys, 1883","25","35.17","gbif",NA,"1318165149"
"Firoloida demarestia Lesueur, 1817","-55","14","gbif",2006-04-25,"3349818559"
"Firoloida demarestia Lesueur, 1817","-55","14","gbif",2006-04-25,"3349837529"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-18,"207834231"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-23,"207834232"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-29,"207834233"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",NA,"4104108651"
"Firoloida demarestia Lesueur, 1817","0","0","gbif",NA,"90168113"
"Firoloida desmarestia","97.8130398722","9.0676910123","inat",2023-03-25,"153518780"
"firoloida desmarestia","-111.1002778","26.5219444","idigbio",2007-07-28,"0329871d-0115-439a-a464-037b8ace4d55"
"firoloida desmarestia","-112.02","6.2","idigbio",1967-05-16,"06b14e79-fc2f-4abc-92d0-70e6bbf851b9"
"firoloida desmarestia","-114.2680556","30.7144444","idigbio",2007-07-21,"0746df79-c472-4bab-9e45-ec56c4a164af"
"firoloida desmarestia","-112.467","5.1667","idigbio",1967-04-26,"08461745-4ae1-4be9-a7cb-e8d9c349f025"
"firoloida desmarestia","-112.0167","27.3095833","idigbio",2007-01-20,"09cb4303-185c-4273-8b2b-4b6cdbf378c8"
"firoloida desmarestia","-92.05","-1.85","idigbio",1967-02-15,"0c6e3ebc-79ae-4c2e-bce9-59548c331ceb"
"firoloida desmarestia","-119.025","0.3917","idigbio",1967-08-16,"0f4bc951-e5ab-4007-b996-5dc254e16c6d"
"firoloida desmarestia","-111.2041667","27.2161111","idigbio",2007-07-29,"11da7308-87c6-4def-8380-a29b2df4d386"
"firoloida desmarestia","-111.015","27.7533333","idigbio",2007-07-02,"13c16009-17db-4a75-a2df-67445415780e"
"firoloida desmarestia","-112.1966667","28.8880556","idigbio",2007-07-31,"14bfdaa1-88a1-45f9-940d-93138d944eb3"
"firoloida desmarestia","-112.9844444","28.7475","idigbio",2007-07-26,"16cdd812-6868-416f-9151-63ec75a17edd"
"firoloida desmarestia","-101.15","15.9983","idigbio",1967-03-13,"1aed6756-454a-4035-afad-5817bb141fc5"
"firoloida desmarestia","-110.2905556","26.9736111","idigbio",2005-11-21,"24dc255a-4c60-4b5e-b6b6-dc5c611213b5"
"firoloida desmarestia","-111.8469444","26.9958333","idigbio",2007-07-29,"29309a18-d7b5-4519-9325-5175dbecb0e5"
"firoloida desmarestia","-109.2927778","25.4408333","idigbio",2005-11-19,"2bfd7b5d-63e8-4382-a084-810974fb68ac"
"firoloida desmarestia","-111.8469444","26.9958333","idigbio",2007-07-29,"308bb556-1a7a-4963-9d5b-9f1467b63c42"
"firoloida desmarestia","-79.885","27.4977","idigbio",2017-08-16,"35f14d32-7c97-49c0-92d2-7af7ac3dc72f"
"firoloida desmarestia","-113.4336111","29.0891667","idigbio",2007-07-24,"36bf31ac-8b48-48cb-bed3-5b900cf3e21f"
"firoloida desmarestia","-111.2041667","27.2161111","idigbio",2007-07-28,"382e5918-608d-4c65-a114-ed9d42d3295f"
"firoloida desmarestia","-111.7669444","28.2325","idigbio",2007-07-01,"38cccbd9-2a18-4172-9c25-c6b6e802d660"
"firoloida desmarestia","-118.97","-7.7","idigbio",1967-02-10,"3de590b7-1035-499c-bfb2-f64637c340d8"
"firoloida desmarestia","-112.025","5.5","idigbio",1967-03-15,"4296fb90-d7be-4fe7-81ef-0e3625d3d8b3"
"firoloida desmarestia","-111.2041667","27.2161111","idigbio",2007-07-29,"483167f8-88d6-44e2-9898-a18ac597c2c2"
"firoloida desmarestia","-118.85","6.0833","idigbio",1967-02-03,"48eed73f-93b0-4cc0-930c-74a3654dea8b"
"firoloida desmarestia","-110.9763889","25.9958333","idigbio",2007-01-27,"49aebf7a-26e5-47bd-9a58-4c18633dec2c"
"firoloida desmarestia","-158.3","21.3833333","idigbio",1981-05-30,"4b1379f3-2bd1-4b09-bf9c-642473f629b8"
"firoloida desmarestia","-114.0891667","31.1111111","idigbio",2007-07-20,"5314276f-ffeb-4cf4-8587-85f750557076"
"firoloida desmarestia","-79.9513","27.4645","idigbio",2017-06-23,"53f153b6-254b-414c-b75f-0b4050dff65d"
"firoloida desmarestia","-79.9532","27.4549","idigbio",2017-06-19,"5406f070-5a4d-43eb-9228-4fea46343925"
"firoloida desmarestia","-112.7594444","28.3016667","idigbio",2007-07-26,"5f626227-afa0-491c-8551-c0675293685a"
"firoloida desmarestia","-117.5371","32.7042","idigbio",2019-07-13,"6b3c5753-b82e-4ea2-b0a9-90e0bdaaecd4"
"firoloida desmarestia","-114.0669444","31.4222222","idigbio",2007-07-19,"6dd5360c-0bd9-4991-abd4-9027507a7abe"
"firoloida desmarestia","-111.6263889","28.0177778","idigbio",2007-07-30,"79438dde-37ba-4444-88c3-c3911ecbe6da"
"firoloida desmarestia","-79.885","27.4977","idigbio",2017-08-16,"7970eecf-83c6-4c7d-a6e4-ae67bbf196ff"
"firoloida desmarestia","-112.9486111","29.3647222","idigbio",2007-07-23,"7c7b5c8c-b9fd-4a86-a9bf-a783dd4db098"
"firoloida desmarestia","-79.8851","27.6531","idigbio",2002-05-01,"7e47ae7d-dd6c-4e3c-b57d-fc9b827cf999"
"firoloida desmarestia","-111.8469444","26.9958333","idigbio",2007-07-29,"844c4d9c-8cc3-4eac-baa6-5e22e39df9c2"
"firoloida desmarestia",NA,NA,"idigbio",1969-05-21,"8c892be5-9f64-4307-aaee-f465cf260f43"
"firoloida desmarestia","-110.6266667","26.4805556","idigbio",2007-01-22,"8d2ea757-2dc4-4127-aa0b-40df16eaa11c"
"firoloida desmarestia","-111.2425","26.1233333","idigbio",2005-11-20,"9a95669f-a2ee-426a-90e8-fdabf7a6b44a"
"firoloida desmarestia","-125.98","6.17","idigbio",1967-02-26,"a31d4196-577e-4907-962b-86823395b6dd"
"firoloida desmarestia","-109.213","24.31","idigbio",2015-02-23,"a5d518d1-0cbc-4cd7-ad7f-e0f996308b04"
"firoloida desmarestia","-111.8472222","26.9958333","idigbio",2005-11-22,"a6e3c761-4a16-488d-86f2-7b3255c10008"
"firoloida desmarestia","-111.3236111","27.8827778","idigbio",2007-07-01,"afab44ba-f9f1-42b0-8ef8-8ec69b3d7370"
"firoloida desmarestia","-79.9513","27.4645","idigbio",2017-06-23,"b078672e-4389-4e25-939b-0f781c2dbc4a"
"firoloida desmarestia",NA,NA,"idigbio",NA,"b389087f-7fa5-40f7-b696-cf98d6f3c60b"
"firoloida desmarestia","-111.9516667","27.8358333","idigbio",2005-11-23,"bab42aed-73a0-42e1-8e95-b6482bc113df"
"firoloida desmarestia","-79.885","27.4977","idigbio",2017-08-16,"bd14a7b5-7c8b-4b3a-8b8f-c603ef62a721"
"firoloida desmarestia","-112.3666944","27.6408333","idigbio",2007-07-27,"c01976d0-bfb5-41af-a21c-f8d59a6175ec"
"firoloida desmarestia","-110.1225","24.6791667","idigbio",2005-11-19,"c6e91374-0d7a-40eb-b946-a1bdcad898b0"
"firoloida desmarestia","-118.725","-2.37","idigbio",1967-08-17,"c8068bc0-649c-43cc-9dcf-774e5a88fa59"
"firoloida desmarestia","-86.6","1.35","idigbio",1967-03-21,"cf989d21-6310-4565-8a3b-7aa98b88a041"
"firoloida desmarestia","-92.0333","-12.3167","idigbio",1967-02-19,"d29ba422-2311-484b-babc-b39c5c71bea8"
"firoloida desmarestia","-111.2602778","26.4311111","idigbio",2007-01-26,"d5cff259-85b3-4b10-b915-674a0f3d1201"
"firoloida desmarestia","-111.2041667","27.2161111","idigbio",2007-07-29,"e1c43850-c007-4cef-812c-6afddfcbfc52"
"firoloida desmarestia","-111.8469444","26.9958333","idigbio",2007-07-29,"e447e66c-8ade-400a-bac6-fdded6343a2b"
"firoloida desmarestia","-105.433","7.2","idigbio",1967-05-11,"f6ece2c2-2111-4714-b85a-ea81b0776bb7"
"firoloida desmarestia","-79.9513","27.4645","idigbio",2017-06-23,"f7b0b52f-ec39-418e-98f3-e47420740db1"
"firoloida desmarestia","-79.9289","27.4797","idigbio",2002-04-22,"fdcc82a8-4d40-45fb-9562-42492681073e"
"cyclostrema minutum","25","35.17","idigbio",NA,"9aac440f-3e7c-4607-99d6-2b68aec23241"
"cyclostrema minutum","25","35.17","idigbio",NA,"b642a281-1fe9-4774-b381-6af72b71a458"
